"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"5136-KCKGI","Female",0,"Yes","Yes",33,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",103.7,3467.0,"Yes"
"6486-LHTMA","Female",1,"Yes","No",31,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",90.7,2835.5,"No"
"4083-BFNYK","Female",1,"Yes","No",38,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","No","Credit card (automatic)",95.0,3591.25,"No"
"7389-KBFIT","Female",0,"Yes","Yes",2,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",30.25,63.75,"No"
"7176-WIONM","Female",0,"Yes","No",12,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",49.85,617.15,"No"
"5141-ZUVBH","Female",0,"No","Yes",9,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",93.0,870.25,"No"
"1089-HDMKP","Male",1,"No","Yes",11,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",54.550000000000004,601.25,"No"
"0310-SUCIN","Female",0,"Yes","No",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",84.8,6046.1,"No"
"5197-PYEPU","Female",0,"Yes","Yes",42,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","Yes","Credit card (automatic)",94.45,3923.8,"No"
"2929-ERCFZ","Female",0,"Yes","Yes",8,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,777.3000000000001,"Yes"
"7548-SEPYI","Female",0,"No","No",5,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.25,512.45,"Yes"
"8835-VSDSE","Female",0,"Yes","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.7,141.45000000000002,"Yes"
"6619-RPLQZ","Female",0,"Yes","Yes",45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.85,892.15,"No"
"3275-RHRNE","Male",0,"Yes","Yes",28,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",60.0,1682.05,"No"
"1623-NLDOT","Female",0,"Yes","No",42,"No","No phone service","DSL","No","Yes","No","Yes","No","No","One year","No","Mailed check",33.55,1445.3,"Yes"
"9621-OUPYD","Female",0,"Yes","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.2,507.90000000000003,"No"
"8982-NHAVY","Male",0,"No","No",27,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.5,2673.4500000000003,"No"
"4307-KWMXE","Male",0,"No","No",10,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",35.75,389.8,"No"
"0141-YEAYS","Female",1,"No","No",27,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",86.45,2401.05,"No"
"2450-ZKEED","Female",0,"No","No",11,"Yes","No","DSL","No","No","Yes","Yes","No","No","One year","No","Bank transfer (automatic)",53.800000000000004,651.5500000000001,"No"
"3694-DELSO","Male",0,"Yes","Yes",4,"No","No phone service","DSL","Yes","No","No","No","Yes","No","Month-to-month","No","Credit card (automatic)",38.550000000000004,156.1,"No"
"3893-JRNFS","Male",0,"No","No",68,"No","No phone service","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",39.9,2796.35,"No"
"5236-PERKL","Female",0,"No","No",57,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",112.95,6465.0,"Yes"
"0142-GVYSN","Male",0,"No","No",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",20.3,511.25,"No"
"2519-FAKOD","Male",0,"No","Yes",38,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.25,3777.15,"Yes"
"8406-LNMHF","Male",1,"Yes","No",59,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Credit card (automatic)",82.95,4903.150000000001,"No"
"1821-BUCWY","Male",0,"No","No",30,"Yes","No","DSL","Yes","No","Yes","No","No","No","Two year","Yes","Mailed check",55.65,1653.8500000000001,"No"
"8263-JQAIK","Male",1,"No","No",2,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.45,47.5,"Yes"
"0023-UYUPN","Female",1,"Yes","No",50,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",25.2,1306.3,"No"
"1465-WCZVT","Female",0,"Yes","Yes",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.650000000000002,60.65,"No"
"6360-SVNWV","Female",1,"No","No",31,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.55,2094.65,"No"
"0567-GGCAC","Female",0,"No","No",7,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",61.4,438.90000000000003,"No"
"7089-IVVAZ","Female",0,"No","No",8,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.35000000000001,847.3000000000001,"Yes"
"8884-MRNSU","Male",0,"Yes","Yes",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.900000000000002,329.75,"No"
"2171-UDMFD","Male",0,"Yes","Yes",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.45,674.5500000000001,"No"
"9050-IKDZA","Female",1,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",81.5,162.55,"No"
"2205-YMZZJ","Male",1,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.8,546.95,"Yes"
"9802-CAQUT","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",109.55,7887.25,"No"
"0187-WZNAB","Female",0,"Yes","Yes",27,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",74.4,1972.3500000000001,"No"
"9492-TOKRI","Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",90.0,1527.3500000000001,"Yes"
"9221-OTIVJ","Female",1,"No","No",14,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.85000000000001,1531.4,"Yes"
"7602-MVRMB","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.45,8058.85,"No"
"3325-FUYCG","Male",0,"Yes","Yes",28,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","No","Electronic check",106.10000000000001,2847.4,"Yes"
"1197-BVMVG","Female",1,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.45,294.45,"No"
"5406-KGRMX","Female",0,"No","No",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check",24.55,1719.15,"No"
"5968-HYJRZ","Male",0,"Yes","Yes",47,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.55,1160.45,"No"
"5198-EFNBM","Male",1,"Yes","No",57,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Electronic check",90.65,5199.8,"No"
"7516-GMHUV","Male",1,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",105.05,5163.3,"No"
"7140-ADSMJ","Male",0,"No","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.45,162.3,"No"
"2230-XTUWL","Female",0,"Yes","Yes",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.55,883.35,"No"
"7706-YLMQA","Female",0,"No","No",70,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.7,1341.5,"No"
"2585-KTFRE","Male",0,"No","Yes",1,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",70.45,70.45,"No"
"7994-UYIVZ","Male",0,"Yes","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",85.65,659.45,"No"
"2609-IAICY","Female",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",77.15,77.15,"Yes"
"7717-BICXI","Male",0,"Yes","Yes",60,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.55,1205.05,"No"
"6559-RAKOZ","Male",0,"Yes","Yes",49,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",97.95,4917.900000000001,"No"
"2636-OHFMN","Male",0,"Yes","No",4,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",48.550000000000004,201.0,"Yes"
"4716-MRVEN","Female",0,"No","No",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.0,599.3000000000001,"No"
"2143-LJULT","Female",0,"Yes","No",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.25,1733.15,"No"
"1323-OOEPC","Female",0,"Yes","No",53,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.4,5149.5,"Yes"
"6164-HXUGH","Female",0,"Yes","Yes",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.85,119.3,"No"
"5630-IXDXV","Female",0,"No","No",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.35000000000001,4849.1,"No"
"0320-DWVTU","Female",0,"No","No",53,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Mailed check",99.5,5424.25,"No"
"9135-MGVPY","Male",0,"Yes","No",69,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",84.7,5878.900000000001,"No"
"7878-JGDKK","Male",0,"No","No",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.550000000000004,220.75,"No"
"1088-AUUZZ","Male",0,"Yes","Yes",56,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Credit card (automatic)",75.85000000000001,4261.2,"No"
"0397-GZBBC","Male",1,"Yes","No",59,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.85000000000001,5574.75,"Yes"
"6614-YWYSC","Male",1,"Yes","No",61,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.0,1501.75,"No"
"9588-OZDMQ","Female",0,"Yes","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.0,89.75,"No"
"7641-EUYET","Male",1,"Yes","Yes",46,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",100.7,4541.2,"Yes"
"6476-EPYZR","Male",0,"Yes","Yes",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.5,255.5,"No"
"9921-ZVRHG","Female",0,"No","No",14,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",80.45,1072.0,"Yes"
"1174-FGIFN","Female",0,"Yes","Yes",28,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","One year","Yes","Electronic check",90.45,2509.25,"No"
"6620-HVDUJ","Male",0,"No","No",24,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",60.45,1440.75,"No"
"1032-MAELW","Female",0,"Yes","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Electronic check",78.45,5333.35,"No"
"7641-TQFHN","Male",0,"No","Yes",39,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","No","Mailed check",100.55,3895.35,"No"
"1552-TKMXS","Female",0,"Yes","No",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",20.35,869.9,"No"
"9206-GVPEQ","Male",0,"Yes","No",13,"No","No phone service","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",54.45,706.85,"Yes"
"8622-ZLFKO","Female",0,"Yes","No",6,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",90.75,512.25,"No"
"1596-BBVTG","Male",0,"No","No",35,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",75.35000000000001,2636.05,"Yes"
"5702-SKUOB","Female",0,"Yes","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.6,93.45,"No"
"6585-WCEWR","Male",0,"Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check",20.35,1354.4,"No"
"9067-YGSCA","Female",0,"No","No",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",26.05,1856.4,"No"
"9067-SQTNS","Male",0,"Yes","Yes",44,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.6,926.0,"No"
"8433-WXGNA","Male",0,"No","No",2,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.7,189.20000000000002,"Yes"
"1776-SPBWV","Female",0,"Yes","Yes",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.1,682.1,"No"
"8735-SDUFN","Female",1,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.3,1778.7,"No"
"9668-PUGNU","Male",0,"Yes","No",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Electronic check",24.5,1816.2,"No"
"1926-QUZNN","Female",0,"Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",25.25,1841.2,"No"
"3707-GNWHM","Male",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.25,74.25,"Yes"
"7016-NVRIC","Male",1,"Yes","No",29,"Yes","No","Fiber optic","Yes","No","Yes","No","No","Yes","One year","No","Bank transfer (automatic)",90.10000000000001,2656.7000000000003,"No"
"9565-AXSMR","Male",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.2,1054.75,"No"
"8922-LIEGH","Female",1,"No","No",25,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.7,2187.55,"Yes"
"8869-LIHMK","Female",0,"No","No",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.10000000000001,7334.05,"No"
"5186-SAMNZ","Male",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.5,69.5,"Yes"
"0447-RXSGD","Male",0,"No","No",24,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.65,2404.85,"No"
"4927-WWOOZ","Male",0,"Yes","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",91.45,171.45000000000002,"No"
"5788-YPOEG","Female",0,"Yes","Yes",34,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",84.75,2839.4500000000003,"No"
